type,count,id,type_key,type_lbl,type_lvl
TH2,1,28683082,TH2,Th2,1.0
TREG,1,28674001,TREG,Treg,2.0
TRM,1,28674001,TRM,Tissue Resident Memory,1.0
TYPE,2,28658553,,,
TREG,2,28658547,TREG,Treg,2.0
T,1,28658547,,,
TH,1,28658543,TH,Th,2.0
TH,2,28650258,TH,Th,2.0
TFH,1,28650258,TFH,Tfh,2.0
T,1,28637884,,,
MAIT,2,28630305,MAIT,Mucosal-associated Invariant T,1.0
T,1,28630305,,,
T,1,28630089,,,
T,2,28586072,,,
T,1,28537894,,,
TUMORASSOCIATED,1,28537894,,,
TREG,1,28537894,TREG,Treg,2.0
TREG,1,28500763,TREG,Treg,2.0
TH,5,28499720,TH,Th,2.0
TFH,2,28499720,TFH,Tfh,2.0
TREG,1,28483565,TREG,Treg,2.0
TH2,1,28483565,TH2,Th2,1.0
TREG,1,28472762,TREG,Treg,2.0
TCRSTIMULATED,2,28412245,,,
TH,1,28391979,TH,Th,2.0
TH2,1,28391979,TH2,Th2,1.0
TPATH2,1,28391979,,,
TREG,1,28369786,TREG,Treg,2.0
T,1,28365328,,,
T,1,28320030,,,
TREG,1,28320030,TREG,Treg,2.0
T,1,28318800,,,
TREG,1,28318800,TREG,Treg,2.0
TREG,1,28318628,TREG,Treg,2.0
TREGULATORY,1,28318628,TREG,Treg,2.0
TREG,1,28257599,TREG,Treg,2.0
TH1,1,28257599,TH1,Th1,1.0
T,1,28207945,,,
TREG,1,28207945,TREG,Treg,2.0
INKT,1,28193627,NKT,Natural Killer T,1.0
TH1/TH17,1,27966556,TH1,Th1,1.0
T,1,27865860,,,
TFH,1,27865860,TFH,Tfh,2.0
TREG,1,27517975,TREG,Treg,2.0
TREG,1,29798165,TREG,Treg,2.0
T,1,28742082,,,
MAIT,1,28742082,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,28700730,TREG,Treg,2.0
TREG,1,28673326,TREG,Treg,2.0
TH,1,28658556,TH,Th,2.0
T,1,28658556,,,
T,1,28600287,,,
TREG,1,28600287,TREG,Treg,2.0
T,1,28550042,,,
TREG,1,28550042,TREG,Treg,2.0
MAIT,2,28526582,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,28520232,TREG,Treg,2.0
TREG,1,28512255,TREG,Treg,2.0
TREG,3,28504697,TREG,Treg,2.0
TH,2,28504697,TH,Th,2.0
TREG,1,28420873,TREG,Treg,2.0
TFH,1,28407494,TFH,Tfh,2.0
TREG,1,28295779,TREG,Treg,2.0
TGFΒ,1,28224733,,,
VZVST,1,28183713,,,
VST,1,28183713,,,
TREG,1,28121161,TREG,Treg,2.0
TREG,1,28006867,TREG,Treg,2.0
TH,1,28651576,TH,Th,2.0
TH17,1,28650992,TH17,Th17,1.0
T,1,28646856,,,
TREG,1,28646856,TREG,Treg,2.0
MAIT,3,28632753,MAIT,Mucosal-associated Invariant T,1.0
T,1,28632753,,,
TREG,1,28630387,TREG,Treg,2.0
THELPER,1,28630387,TH,Th,2.0
TH17,1,28630387,TH17,Th17,1.0
TH17,1,28624842,TH17,Th17,1.0
T,2,28623086,,,
TH,1,28623086,TH,Th,2.0
TEM,1,28615072,TEM,Effector Memory,2.0
T,1,28607385,,,
TREG,1,28607385,TREG,Treg,2.0
T,1,28599652,,,
TREG,1,28599652,TREG,Treg,2.0
T,1,28598443,,,
TREG,1,28598443,TREG,Treg,2.0
TREG/TH17,1,28596558,TREG17,Type 17 Treg,1.0
TREG,1,28552348,TREG,Treg,2.0
T,1,28498414,,,
T,1,28498408,,,
TRM,1,28475283,TRM,Tissue Resident Memory,1.0
TREG,1,28475283,TREG,Treg,2.0
T,1,28475283,,,
T,1,28442214,,,
TREG,1,28442214,TREG,Treg,2.0
T,1,28432597,,,
TREG,1,28432597,TREG,Treg,2.0
TEM,1,28426533,TEM,Effector Memory,2.0
TREG,1,28416194,TREG,Treg,2.0
T,1,28391403,,,
TH,1,28391403,TH,Th,2.0
TREG,1,28383711,TREG,Treg,2.0
T,1,28382773,,,
TREG,1,28349869,TREG,Treg,2.0
T,2,28336371,,,
TREG,1,28286113,TREG,Treg,2.0
TREG,3,28279811,TREG,Treg,2.0
T,1,28279811,,,
TREG,1,28274688,TREG,Treg,2.0
TCRACTIVATED,1,28274688,,,
TCON,1,28254841,TCONV,Non-regulatory T Cell,3.0
TFH,1,28231392,TFH,Tfh,2.0
TREG,1,28176332,TREG,Treg,2.0
TH22,2,27990709,TH22,Th22,1.0
TFH,1,27888555,TFH,Tfh,2.0
TREG,1,29165150,TREG,Treg,2.0
TRESP,1,29165150,TRESP,Responsive T Cell,3.0
TBET,1,28676845,,,
TH2,1,28676845,TH2,Th2,1.0
TH2/1HYBRID,1,28676845,TH2,Th2,1.0
TEFF,1,28652577,TEFF,Effector,2.0
TH17,1,28638223,TH17,Th17,1.0
TREG,1,28638223,TREG,Treg,2.0
T,1,28638223,,,
T,1,28636968,,,
TREG,1,28636968,TREG,Treg,2.0
TH1POLARIZED,2,28628034,,,
TH1,1,28628034,TH1,Th1,1.0
TREG,2,28622514,TREG,Treg,2.0
T,1,28622514,,,
TH2,1,28617827,TH2,Th2,1.0
ΓΔT,4,28584241,γδT,γδT,2.0
TCR,1,28584241,,,
TH,2,28583987,TH,Th,2.0
T,1,28582403,,,
TREG,3,28533380,TREG,Treg,2.0
MAIT,1,28494326,MAIT,Mucosal-associated Invariant T,1.0
T,1,28477415,,,
TREG,1,28477415,TREG,Treg,2.0
TREG,1,28468969,TREG,Treg,2.0
T,1,28468877,,,
TFH,1,28468877,TFH,Tfh,2.0
TH17,1,28411045,TH17,Th17,1.0
TH2,1,28411045,TH2,Th2,1.0
TGFΒ,1,28394813,,,
TREG,1,28389319,TREG,Treg,2.0
T,1,28375543,,,
TH17,1,28273363,TH17,Th17,1.0
TREG,1,28256939,TREG,Treg,2.0
T,1,28190271,,,
TREG,1,28190271,TREG,Treg,2.0
TH1,1,28185352,TH1,Th1,1.0
T,1,28092957,,,
TREG,1,27837410,TREG,Treg,2.0
TREG,1,27698192,TREG,Treg,2.0
TH17,1,27698192,TH17,Th17,1.0
T,1,27339600,,,
TREG,2,27169420,TREG,Treg,2.0
TH17,1,27169420,TH17,Th17,1.0
TFH,1,26924526,TFH,Tfh,2.0
TH22,1,28601064,TH22,Th22,1.0
TH1/TC1,1,28558065,TH1,Th1,1.0
TC1,1,28542595,TC1,Tc1,1.0
TC17,1,28542595,TC17,Tc17,1.0
T,1,28538176,,,
TH,2,28518154,TH,Th,2.0
TBET,1,28493883,,,
TIM3,3,28475007,,,
TREG,3,28467828,TREG,Treg,2.0
TCF1CD127PD1HI,1,28466857,,,
TCF1,1,28466857,,,
T,2,28416773,,,
T,1,28393361,,,
TREG,1,28393361,TREG,Treg,2.0
T,1,28378547,,,
MAIT,1,28378547,MAIT,Mucosal-associated Invariant T,1.0
NKT,1,28378547,NKT,Natural Killer T,1.0
TREG,1,28324830,TREG,Treg,2.0
TREG,1,28317311,TREG,Treg,2.0
TH,1,28258042,TH,Th,2.0
TREG,1,28258042,TREG,Treg,2.0
TREG,1,28238888,TREG,Treg,2.0
TH,1,28213589,TH,Th,2.0
TREG,1,28213589,TREG,Treg,2.0
T,1,28213589,,,
TFH,1,28202459,TFH,Tfh,2.0
TREG,1,28099424,TREG,Treg,2.0
TREG,1,27879345,TREG,Treg,2.0
TRM,1,27804207,TRM,Tissue Resident Memory,1.0
TREG,1,27782752,TREG,Treg,2.0
T,1,27759023,,,
MAIT,1,27759023,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,27649928,TREG,Treg,2.0
TREG,1,26435067,TREG,Treg,2.0
TH17,1,26435067,TH17,Th17,1.0
T,1,28558022,,,
TREG,1,28511719,TREG,Treg,2.0
TREG,1,28504276,TREG,Treg,2.0
TH,11,28492497,TH,Th,2.0
T,1,28465534,,,
TFR,1,28465534,TFREG,Follicular Treg,1.0
TFH,2,28463977,TFH,Tfh,2.0
TFH,1,28414328,TFH,Tfh,2.0
TREG,1,28389593,TREG,Treg,2.0
TREG,1,28388539,TREG,Treg,2.0
TH2,1,28375710,TH2,Th2,1.0
TREG,1,28351891,TREG,Treg,2.0
TH17,1,28342869,TH17,Th17,1.0
TREG,1,28320838,TREG,Treg,2.0
TREG,1,28247923,TREG,Treg,2.0
TREG,1,28224210,TREG,Treg,2.0
TCON,1,28224210,TCONV,Non-regulatory T Cell,3.0
TUMOR,1,28224210,,,
T,1,27706128,,,
TREG,1,27706128,TREG,Treg,2.0
TH1,1,28685525,TH1,Th1,1.0
TREG,3,28463710,TREG,Treg,2.0
T,1,28463710,,,
TH17,2,28423590,TH17,Th17,1.0
TREG,1,28423590,TREG,Treg,2.0
T,1,28410988,,,
TREG,1,28410988,TREG,Treg,2.0
TREG,1,28387597,TREG,Treg,2.0
TH17,1,28377586,TH17,Th17,1.0
TREG,2,28377411,TREG,Treg,2.0
T,1,28377411,,,
TH,3,28371798,TH,Th,2.0
T,1,28369062,,,
TREG,1,28366509,TREG,Treg,2.0
T,1,28320933,,,
TR1LIKE,1,28320933,,,
TR1,1,28320933,TREG1,Type 1 Treg,1.0
TREG,3,28320913,TREG,Treg,2.0
T,1,28320913,,,
TREG,1,28290464,TREG,Treg,2.0
TH,1,28279590,TH,Th,2.0
NKT,1,28258199,NKT,Natural Killer T,1.0
TH1,1,28236642,TH1,Th1,1.0
T,1,28223321,,,
NKT,1,28223321,NKT,Natural Killer T,1.0
TREG,1,28162915,TREG,Treg,2.0
TREG,1,28157396,TREG,Treg,2.0
TREGSTH17,1,28157396,TREG17,Type 17 Treg,1.0
TH17,1,28157396,TH17,Th17,1.0
TREG,1,28155222,TREG,Treg,2.0
TREG,1,28119177,TREG,Treg,2.0
T,2,28113084,,,
TREG,1,28113084,TREG,Treg,2.0
TEFF,1,28113084,TEFF,Effector,2.0
TH,1,28108952,TH,Th,2.0
TH1,1,28100498,TH1,Th1,1.0
TR1,1,28094200,TREG1,Type 1 Treg,1.0
THELPER,2,28077518,TH,Th,2.0
TH1,1,28077518,TH1,Th1,1.0
T,1,28051930,,,
TREG,1,28051930,TREG,Treg,2.0
TREG,1,27677755,TREG,Treg,2.0
T,1,27653511,,,
TREG,1,27653511,TREG,Treg,2.0
TREG,1,27318947,TREG,Treg,2.0
T,1,28402253,,,
TH17,1,28399886,TH17,Th17,1.0
MAIT,3,28384290,MAIT,Mucosal-associated Invariant T,1.0
T,1,28384290,,,
TAXSPECIFIC,1,28384290,,,
T,1,28368463,,,
T,1,28359154,,,
TREG,1,28359154,TREG,Treg,2.0
TREG,1,28337757,TREG,Treg,2.0
TNBC,1,28264810,,,
TH17,1,28258823,TH17,Th17,1.0
TREG,1,28224362,TREG,Treg,2.0
TEM,2,28219889,TEM,Effector Memory,2.0
TSS,1,28219889,,,
TR/IGG,1,28214536,,,
TREST,1,28189974,TREST,Resting T Cell,3.0
MAIT,1,28166217,MAIT,Mucosal-associated Invariant T,1.0
TH17,1,28152213,TH17,Th17,1.0
T,1,28127757,,,
TREG,2,28125447,TREG,Treg,2.0
TREG,2,28108005,TREG,Treg,2.0
T,1,28108005,,,
TREG,1,27997080,TREG,Treg,2.0
TH,1,27912316,TH,Th,2.0
TREG,1,27887954,TREG,Treg,2.0
TCONV,1,27880974,TCONV,Non-regulatory T Cell,3.0
T,1,27859243,,,
TREG,1,27859243,TREG,Treg,2.0
TREG,1,27732759,TREG,Treg,2.0
TREG,1,27702400,TREG,Treg,2.0
T,1,27575652,,,
MAIT,1,27575652,MAIT,Mucosal-associated Invariant T,1.0
T/CD8,2,28351328,,,
TREG/CD4,1,28351328,TREG,Treg,2.0
T,2,28303891,,,
TFR,1,28303891,TFREG,Follicular Treg,1.0
TREG,1,28290526,TREG,Treg,2.0
TREG,1,28179599,TREG,Treg,2.0
TREG,1,28178645,TREG,Treg,2.0
TFH,1,28153782,TFH,Tfh,2.0
TH1,1,28134623,TH1,Th1,1.0
TH1POLARIZED,1,28134623,,,
THELPER,1,28129604,TH,Th,2.0
T,1,28122327,,,
TH1LIKE,1,28110210,TFH1LIKE,Th1-like Tfh,1.0
TREG,1,28108629,TREG,Treg,2.0
THELPER,1,28108629,TH,Th,2.0
T,1,28073043,,,
TREG,1,28073043,TREG,Treg,2.0
TH17,1,28073043,TH17,Th17,1.0
TREG,1,28044377,TREG,Treg,2.0
TREG,1,27921303,TREG,Treg,2.0
TREG,1,27581661,TREG,Treg,2.0
TCONV,1,27581661,TCONV,Non-regulatory T Cell,3.0
TIL,1,28322245,,,
TREG,1,28317890,TREG,Treg,2.0
TREG,2,28290453,TREG,Treg,2.0
TH17,1,28290453,TH17,Th17,1.0
TH17TOTREG,1,28290453,,,
TH17TREG,1,28290453,,,
T,1,28288675,,,
MAIT,1,28288675,MAIT,Mucosal-associated Invariant T,1.0
TH,1,28276465,TH,Th,2.0
T,1,28272391,,,
MAIT,1,28272391,MAIT,Mucosal-associated Invariant T,1.0
TH17,2,28265070,TH17,Th17,1.0
THELPER,1,28265070,TH,Th,2.0
TH1,1,28265070,TH1,Th1,1.0
TFH,1,28263097,TFH,Tfh,2.0
TREG,1,28258701,TREG,Treg,2.0
TREG,1,28257995,TREG,Treg,2.0
TREG,1,28257450,TREG,Treg,2.0
TREG,1,28224721,TREG,Treg,2.0
TREG,1,28165342,TREG,Treg,2.0
T,1,28129605,,,
TREG,1,28129605,TREG,Treg,2.0
T,1,28119072,,,
MAIT,1,28119072,MAIT,Mucosal-associated Invariant T,1.0
INKT,1,28119072,NKT,Natural Killer T,1.0
T,1,28112376,,,
TFH,1,28112376,TFH,Tfh,2.0
TIM3,3,28103502,,,
TREG,1,28103502,TREG,Treg,2.0
TH1,1,28100680,TH1,Th1,1.0
TH22,1,28100680,TH22,Th22,1.0
T,1,28083657,,,
TREG,1,28083657,TREG,Treg,2.0
TREG,1,28043029,TREG,Treg,2.0
T,3,28012172,,,
TH,1,28012172,TH,Th,2.0
T,2,28011187,,,
INKT,1,28011187,NKT,Natural Killer T,1.0
MAIT,1,28011187,MAIT,Mucosal-associated Invariant T,1.0
TREG,5,27997991,TREG,Treg,2.0
TREG,1,27922883,TREG,Treg,2.0
ΓΔT,5,27890919,γδT,γδT,2.0
TREG,1,27773662,TREG,Treg,2.0
TREG,1,27764529,TREG,Treg,2.0
TH22,1,27548078,TH22,Th22,1.0
TREG,1,28382159,TREG,Treg,2.0
T,1,28245613,,,
NKT,1,28245613,NKT,Natural Killer T,1.0
ΓΔT,5,28225489,γδT,γδT,2.0
T,1,28225489,,,
T,1,28214226,,,
TRM,1,28214226,TRM,Tissue Resident Memory,1.0
TH,1,28179509,TH,Th,2.0
TREG,1,28157168,TREG,Treg,2.0
TPH,5,28150777,,,
T,2,28150777,,,
TFH,1,28108610,TFH,Tfh,2.0
TIL,1,28093446,,,
TUMORINFILTRATING,1,28093446,,,
TC,2,28053236,,,
TH,1,28053236,TH,Th,2.0
T,1,28052994,,,
TREG,1,27993351,TREG,Treg,2.0
TREG,1,27943115,TREG,Treg,2.0
TREG,1,27936971,TREG,Treg,2.0
TREG,1,27756099,TREG,Treg,2.0
TIL,1,27756099,,,
TREG,1,27311837,TREG,Treg,2.0
TREG,1,28225866,TREG,Treg,2.0
TREG,1,28225165,TREG,Treg,2.0
TH,2,28223414,TH,Th,2.0
T,1,28222739,,,
TH17,1,28198408,TH17,Th17,1.0
T,3,28153085,,,
T,1,28118317,,,
TREG,1,28118317,TREG,Treg,2.0
TIL,1,28099920,,,
T,1,28063015,,,
T,1,28001437,,,
TREG,1,28001437,TREG,Treg,2.0
TRM,1,27987416,TRM,Tissue Resident Memory,1.0
TISSUE,1,27987416,,,
TH,1,27986411,TH,Th,2.0
T,1,27896829,,,
TREG,1,27888331,TREG,Treg,2.0
TFH,4,27866903,TFH,Tfh,2.0
TREG,1,27866241,TREG,Treg,2.0
T,2,27863820,,,
TFH,2,27863820,TFH,Tfh,2.0
TH1LIKE,2,27665996,TFH1LIKE,Th1-like Tfh,1.0
T,1,27665733,,,
TOLEROGENIC,1,27646959,,,
T,1,27479876,,,
TREG,1,27479876,TREG,Treg,2.0
T,1,29526847,,,
TREG,1,29410970,TREG,Treg,2.0
TREG,2,29204439,TREG,Treg,2.0
TH,1,29204439,TH,Th,2.0
TREG,1,28889122,TREG,Treg,2.0
T,1,28634589,,,
TH1,1,28477199,TH1,Th1,1.0
TREG,1,28450656,TREG,Treg,2.0
MAIT,3,28442662,MAIT,Mucosal-associated Invariant T,1.0
T,1,28442662,,,
TNFΑTREATED,2,28216500,,,
TH22,2,28117352,TH22,Th22,1.0
TH,1,28117352,TH,Th,2.0
TH17,1,28117352,TH17,Th17,1.0
TH17,2,28091550,TH17,Th17,1.0
TH17,1,28087239,TH17,Th17,1.0
TREG,1,28081180,TREG,Treg,2.0
TH,2,28071693,TH,Th,2.0
TREG,1,28064157,TREG,Treg,2.0
TRANSDUCED,1,28064157,,,
TREG,1,28053319,TREG,Treg,2.0
TREG,1,28003012,TREG,Treg,2.0
T,1,27995907,,,
TREG,1,27995907,TREG,Treg,2.0
TREG,1,27909722,TREG,Treg,2.0
TH,5,27896634,TH,Th,2.0
TH,3,27893700,TH,Th,2.0
TRANSPRESENTATION,1,27893700,,,
T,1,27886644,,,
TREG,1,27886644,TREG,Treg,2.0
TREG,1,27878235,TREG,Treg,2.0
T,1,27878235,,,
TEFF,1,27859048,TEFF,Effector,2.0
T,1,27835062,,,
INKT,1,27835062,NKT,Natural Killer T,1.0
TH,6,27832300,TH,Th,2.0
T,1,27787804,,,
MAIT,1,27787804,MAIT,Mucosal-associated Invariant T,1.0
TREC,1,27777141,,,
TH2,1,27744510,TH2,Th2,1.0
TREG,1,27653378,TREG,Treg,2.0
TREG,2,27606831,TREG,Treg,2.0
T,1,27606831,,,
TFHLIKE,1,27509243,TFH,Tfh,2.0
TFH,1,27509243,TFH,Tfh,2.0
NONCAST,1,27327144,,,
T,1,27166558,,,
TREG,1,27166558,TREG,Treg,2.0
TH,1,27142840,TH,Th,2.0
THELPER,1,27142840,TH,Th,2.0
TREG,1,27142840,TREG,Treg,2.0
TRANSFER,1,27118490,,,
T,1,27049058,,,
TH1,2,29469406,TH1,Th1,1.0
TH17,1,29469406,TH17,Th17,1.0
T,1,29463952,,,
TREG,1,29463952,TREG,Treg,2.0
TREG,1,29430466,TREG,Treg,2.0
TH,1,29130972,TH,Th,2.0
TREG,1,29081600,TREG,Treg,2.0
TREG,1,28820075,TREG,Treg,2.0
TFH,3,28747608,TFH,Tfh,2.0
T,1,28706956,,,
T,1,28679986,,,
TREG,1,28393074,TREG,Treg,2.0
TH2,1,28393074,TH2,Th2,1.0
T,1,28211345,,,
TREG,1,28134847,TREG,Treg,2.0
T,1,28133804,,,
TFR,1,28133804,TFREG,Follicular Treg,1.0
TFH,1,28133804,TFH,Tfh,2.0
TFH,1,28133798,TFH,Tfh,2.0
T,1,28111070,,,
TH17,1,28102843,TH17,Th17,1.0
TREG,1,28098832,TREG,Treg,2.0
TH9,1,28090087,TH9,Th9,1.0
TOLEROGENIC,1,27927966,,,
TH17POLARIZED,1,27926504,,,
TFH,1,27919633,TFH,Tfh,2.0
TREG,1,27909059,TREG,Treg,2.0
TREG,1,27895173,TREG,Treg,2.0
TREG,1,27872212,TREG,Treg,2.0
TYPE,1,27872212,,,
TH2,1,27858144,TH2,Th2,1.0
TH9,1,27858144,TH9,Th9,1.0
TH9,1,27844107,TH9,Th9,1.0
T,1,27838468,,,
TFH,1,27838468,TFH,Tfh,2.0
TH,1,27820809,TH,Th,2.0
TREG,1,27817178,TREG,Treg,2.0
TH2,1,27798418,TH2,Th2,1.0
TREG,1,27787799,TREG,Treg,2.0
TR1,1,27787789,TREG1,Type 1 Treg,1.0
TREG,1,27697608,TREG,Treg,2.0
T,1,27759594,,,
TREG,1,27759594,TREG,Treg,2.0
TREG,1,27718189,TREG,Treg,2.0
THELPER,1,27678500,TH,Th,2.0
TFH2,1,27662792,,,
TFH,1,27662792,TFH,Tfh,2.0
TH1,1,27558586,TH1,Th1,1.0
TH17,1,27531931,TH17,Th17,1.0
TH17,1,27166557,TH17,Th17,1.0
TH2,1,27166557,TH2,Th2,1.0
TIL,1,27138387,,,
TUMORINFILTRATING,1,27138387,,,
T,1,27049061,,,
T,1,27007227,,,
TREG,1,27007227,TREG,Treg,2.0
TREG,1,26392625,TREG,Treg,2.0
T,1,28164561,,,
TH17,1,28010726,TH17,Th17,1.0
TREG,1,27974111,TREG,Treg,2.0
TREG,1,27921403,TREG,Treg,2.0
T,1,27903296,,,
THELPER,1,27902996,TH,Th,2.0
TREG,1,27865385,TREG,Treg,2.0
TEFF,1,27865385,TEFF,Effector,2.0
T,1,27865385,,,
TRESP,1,27865385,TRESP,Responsive T Cell,3.0
TH17,1,27846420,TH17,Th17,1.0
TREG,1,27846420,TREG,Treg,2.0
T,1,27846420,,,
TREG,1,27845855,TREG,Treg,2.0
TREG,1,27837105,TREG,Treg,2.0
T,1,27825135,,,
TH1,1,27815970,TH1,Th1,1.0
TBET,1,27815970,,,
TH,1,27815505,TH,Th,2.0
TH,3,27798619,TH,Th,2.0
TFH,2,27798619,TFH,Tfh,2.0
T,1,27798619,,,
TREG,1,27633715,TREG,Treg,2.0
TAM,1,27748885,,,
T,1,27659419,,,
TREG,1,27659419,TREG,Treg,2.0
TOLEROGENIC,1,27658741,,,
TH,1,27634753,TH,Th,2.0
TFH,2,27588918,TFH,Tfh,2.0
T,1,27560779,,,
TREG,1,27560622,TREG,Treg,2.0
T,1,27475809,,,
TREG,1,27475809,TREG,Treg,2.0
T,1,28132045,,,
TREG,1,28132045,TREG,Treg,2.0
TH17,1,28132045,TH17,Th17,1.0
T,1,28087948,,,
TREG,1,28087948,TREG,Treg,2.0
TYPE,1,28033393,,,
TREG,2,27999289,TREG,Treg,2.0
T,1,27999289,,,
TFH,1,27999289,TFH,Tfh,2.0
TREG,1,27999237,TREG,Treg,2.0
T,1,27987522,,,
T,1,27987496,,,
TFH,1,27987496,TFH,Tfh,2.0
TREG,1,27941502,TREG,Treg,2.0
TH,1,27931536,TH,Th,2.0
T,1,27931536,,,
TREG,1,27918097,TREG,Treg,2.0
T,1,27902338,,,
TUMOR,1,27876704,,,
TH17,1,27875659,TH17,Th17,1.0
T,1,27863842,,,
TREG,1,27863545,TREG,Treg,2.0
T,1,27837106,,,
TH,1,27502559,TH,Th,2.0
T,1,26505640,,,
TREG,1,27793996,TREG,Treg,2.0
T,1,27644153,,,
TAM,1,27644153,,,
T,1,27788370,,,
TFH,1,27788370,TFH,Tfh,2.0
TH,3,27784685,TH,Th,2.0
THELPER,1,27784685,TH,Th,2.0
TREG,1,27720959,TREG,Treg,2.0
THELPER,1,27701733,TH,Th,2.0
T,1,27697774,,,
TREG,2,27667759,TREG,Treg,2.0
TH17,1,27640318,TH17,Th17,1.0
TREG,1,27576175,TREG,Treg,2.0
TH2,1,27576175,TH2,Th2,1.0
TH17,1,27568583,TH17,Th17,1.0
T,1,27544816,,,
TREG,1,27544816,TREG,Treg,2.0
T,1,27497182,,,
T,1,27214392,,,
TREG,1,27214392,TREG,Treg,2.0
T,2,27165176,,,
MAIT,2,27165176,MAIT,Mucosal-associated Invariant T,1.0
T,1,27001659,,,
TH17,2,28167485,TH17,Th17,1.0
TREG,1,27978928,TREG,Treg,2.0
TREG,1,27901054,TREG,Treg,2.0
T,1,27895397,,,
TREG,1,27861499,TREG,Treg,2.0
TREG,2,27851914,TREG,Treg,2.0
TRANSCRIPTOME,1,27851914,,,
TREG,1,27829019,TREG,Treg,2.0
TH1,1,27585946,TH1,Th1,1.0
TREG,1,27697858,TREG,Treg,2.0
TREG,1,27486703,TREG,Treg,2.0
TRM,4,27317751,TRM,Tissue Resident Memory,1.0
TH1,1,27792886,TH1,Th1,1.0
T,1,27782963,,,
TH,2,27640624,TH,Th,2.0
TREG,1,27640624,TREG,Treg,2.0
T,1,27640624,,,
T8,1,27548364,,,
T,1,27748878,,,
TEM,1,27748878,TEM,Effector Memory,2.0
TCM,1,27748878,TCM,Central Memory,2.0
TREG,2,27773482,TREG,Treg,2.0
TREG,1,27419268,TREG,Treg,2.0
T,1,27555499,,,
TREG,1,27283871,TREG,Treg,2.0
TH,5,27754729,TH,Th,2.0
TREG,1,27716621,TREG,Treg,2.0
TREG,1,27633175,TREG,Treg,2.0
TH1,1,27633173,TH1,Th1,1.0
TH,1,27602506,TH,Th,2.0
TREG/TH17,1,27584054,TREG17,Type 17 Treg,1.0
T,1,27517754,,,
MAIT,1,27517754,MAIT,Mucosal-associated Invariant T,1.0
TREG,1,27436030,TREG,Treg,2.0
TREG,1,27414259,TREG,Treg,2.0
T,1,27324236,,,
TREG,1,27324236,TREG,Treg,2.0
TREG,1,26277899,TREG,Treg,2.0
TH17,1,26277899,TH17,Th17,1.0
TFH,1,27931292,TFH,Tfh,2.0
TREG,1,27903862,TREG,Treg,2.0
TREG,1,27887569,TREG,Treg,2.0
TH17,1,27852366,TH17,Th17,1.0
TH2,1,27852366,TH2,Th2,1.0
T,2,27851927,,,
T,1,27851913,,,
TREG,1,27851913,TREG,Treg,2.0
TH17,1,27851911,TH17,Th17,1.0
TREG,1,27815439,TREG,Treg,2.0
ΓΔT,1,27793666,γδT,γδT,2.0
T,1,27680685,,,
TREG,1,27680685,TREG,Treg,2.0
TH,1,27802180,TH,Th,2.0
TH1,1,27802180,TH1,Th1,1.0
TH,1,27421871,TH,Th,2.0
TREG,1,27273729,TREG,Treg,2.0
TREG,1,27778276,TREG,Treg,2.0
TNFΑPRODUCING,3,27774949,,,
TCRVΔ2,1,27774949,γδT-Vδ2,γδT-Vδ2,1.0
TCRΑΒ,1,27774949,,,
TREG,1,27603750,TREG,Treg,2.0
TREG,1,27538493,TREG,Treg,2.0
TREG,1,27631349,TREG,Treg,2.0
T,2,27705922,,,
TREG,1,27705922,TREG,Treg,2.0
TEFF,1,27705922,TEFF,Effector,2.0
T,1,27704250,,,
TREG,1,27704250,TREG,Treg,2.0
TH,2,27694494,TH,Th,2.0
TIL,1,27650547,,,
TREG,1,27650411,TREG,Treg,2.0
TRESP,1,27650411,TRESP,Responsive T Cell,3.0
TH,1,27602995,TH,Th,2.0
TREG,1,27602995,TREG,Treg,2.0
T,1,27593872,,,
TREG,1,27593872,TREG,Treg,2.0
TREG,1,27591414,TREG,Treg,2.0
TH1,1,27576555,TH1,Th1,1.0
TH,1,27544740,TH,Th,2.0
TH,3,27392200,TH,Th,2.0
TH,1,27339151,TH,Th,2.0
TFH,1,27339151,TFH,Tfh,2.0
TREG,1,27117439,TREG,Treg,2.0
T,1,27115408,,,
MAIT,1,27115408,MAIT,Mucosal-associated Invariant T,1.0
T,1,27647349,,,
T,1,27796368,,,
TREG,1,27796368,TREG,Treg,2.0
TFH,1,27791035,TFH,Tfh,2.0
T,4,27783947,,,
TREG/TH17,1,27522004,TREG17,Type 17 Treg,1.0
TH17,3,27567538,TH17,Th17,1.0
TFH,1,27760339,TFH,Tfh,2.0
TREG,1,27752897,TREG,Treg,2.0
TREG,1,27725696,TREG,Treg,2.0
TIL,1,27725696,,,
TFR,1,27716848,TFREG,Follicular Treg,1.0
TFH,1,27716848,TFH,Tfh,2.0
TEFF,1,27712958,TEFF,Effector,2.0
TREG,1,27712958,TREG,Treg,2.0
T,1,27697141,,,
TFH,1,27697141,TFH,Tfh,2.0
T,3,27693353,,,
T,2,27693306,,,
TREG,1,27693306,TREG,Treg,2.0
TREG,1,27681619,TREG,Treg,2.0
T,2,27582486,,,
TFH,1,27573485,TFH,Tfh,2.0
TCRMID,2,27569211,,,
T,1,27543617,,,
TFH,1,27543617,TFH,Tfh,2.0
TREG,1,27495172,TREG,Treg,2.0
T,1,27474379,,,
