actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_500,IL27,6,9.06
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_131,IL4,6,8.44
cell,Positive,CL_0000899,T-helper 17 cell,CID_21,CCL20,6,55.28
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_95,IL12,6,13.18
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_98,IL13,6,23.9
cell,Positive,CL_0000899,T-helper 17 cell,CID_113,IL22,6,28.1
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_83,IFNG,5,0.33
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_112,IL21,5,25.05
cell,Positive,CL_0000899,T-helper 17 cell,CID_83,IFNG,5,0.6
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_114,IL23,5,94.08
cell,Positive,CL_0000545,T-helper 1 cell,CID_162,TGFB,5,0.81
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_93,IL10,5,5.86
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_133,IL6,5,3.72
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_162,TGFB,5,4.12
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_131,IL4,5,4.76
cell,Positive,CL_0000899,T-helper 17 cell,CID_93,IL10,5,1.58
cell,Positive,CL_0002038,T follicular helper cell,CID_112,IL21,5,202.47
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_118,IL25,5,30.31
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_110,IL2,5,0.27
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_97,IL12B,5,22.07
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_110,IL2,5,0.95
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_83,IFNG,4,1.2
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_110,IL2,4,1.12
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_500,IL27,4,21.13
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_89,IL1B,4,1.64
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_113,IL22,4,171.75
cell,Positive,CL_0000546,T-helper 2 cell,CID_133,IL6,4,0.86
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_114,IL23,4,17.92
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_162,TGFB,4,0.94
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_67,IFNA,4,1.07
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_108,IL18,4,3.91
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_81,IFNB1,3,38.28
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_130,IL35,3,325.38
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_95,IL12,3,0.91
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_21,CCL20,3,18.73
cell,Positive,CL_0000545,T-helper 1 cell,CID_113,IL22,3,6.52
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_162,TGFB,3,0.48
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_63,CSF2,3,0.52
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_118,IL25,3,84.87
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_112,IL21,3,1.99
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_162,TGFB,3,3.86
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_102,IL17,3,7.54
cell,Positive,CL_0000545,T-helper 1 cell,CID_133,IL6,3,0.44
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_128,IL33,3,12.91
cell,Positive,CL_0000899,T-helper 17 cell,CID_107,IL17F,3,105.37
cytokine,Unknown,CL_0000901,Tr1 cell,CID_93,IL10,3,18.51
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_114,IL23,3,21.81
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_20,CCL2,3,1.15
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_100,IL15,3,1.45
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_93,IL10,3,5.14
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_66,IFN1,3,3.63
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_81,IFNB1,3,2.23
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_500,IL27,3,34.17
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_135,IL9,3,51.64
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_500,IL27,3,36.11
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_102,IL17,3,3.31
cell,Positive,CL_0000492,CD4-positive helper T cell,CID_83,IFNG,3,8.28
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_133,IL6,3,0.44
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_162,TGFB,3,5.64
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_133,IL6,2,0.69
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_67,IFNA,2,4.25
cytokine,Unknown,CL_0000492,CD4-positive helper T cell,CID_110,IL2,2,18.86
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_86,IL1RN,2,5.95
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_112,IL21,2,10.59
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_108,IL18,2,10.55
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_134,IL7,2,0.75
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_81,IFNB1,2,11.83
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_174,TNF,2,0.38
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_21,CCL20,2,43.7
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_110,IL2,2,0.23
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_8,CD40LG,2,0.68
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_63,CSF2,2,1.78
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_103,IL17A,2,5.94
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_148,SPP1,2,2.74
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_110,IL2,2,0.87
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_131,IL4,2,4.11
cell,Positive,CL_0000899,T-helper 17 cell,CID_135,IL9,2,21.21
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_102,IL17,2,0.63
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_126,IL31,2,130.33
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_113,IL22,2,10.3
cytokine,Positive,CL_0002038,T follicular helper cell,CID_133,IL6,2,8.16
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_89,IL1B,2,0.56
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_83,IFNG,2,0.57
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_171,TNFSF4,2,67.58
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_95,IL12,2,0.89
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_103,IL17A,2,1.7
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_125,IL3,2,7.04
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_133,IL6,2,0.2
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_87,IL1,2,0.53
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_89,IL1B,2,2.87
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_133,IL6,2,3.4
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_21,CCL20,2,99.57
cytokine,Positive,CL_0002038,T follicular helper cell,CID_112,IL21,2,54.88
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_8,CD40LG,1,1.2
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_23,CCL22,1,35.09
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_101,IL16,1,13.15
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_111,IL20,1,152.05
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_127,IL32,1,7.06
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_174,TNF,1,0.28
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_38,CXCL10,1,4.2
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_67,IFNA,1,3.14
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_93,IL10,1,0.75
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_103,IL17A,1,6.77
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_500,IL27,1,17.77
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_148,SPP1,1,10.92
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_21,CCL20,1,68.38
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_102,IL17,1,5.42
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_128,IL33,1,9.81
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_115,IL23A,1,190.42
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_163,TGFB1,1,0.52
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_118,IL25,1,194
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_105,IL17C,1,1332.78
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_86,IL1RN,1,4.83
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_170,TNFSF15,1,7.06
cytokine,Negative,CL_0000901,Tr1 cell,CID_93,IL10,1,14.06
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_133,IL6,1,0.51
cytokine,Unknown,CL_0002038,T follicular helper cell,CID_112,IL21,1,96.03
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_134,IL7,1,6.45
cytokine,Positive,CL_0000901,Tr1 cell,CID_500,IL27,1,53.48
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_103,IL17A,1,1.25
cell,Positive,CL_0000546,T-helper 2 cell,CID_135,IL9,1,7.26
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_19,CCL19,1,19.62
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_163,TGFB1,1,0.32
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_20,CCL2,1,1.01
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_67,IFNA,1,4.58
cell,Positive,CL_0000545,T-helper 1 cell,CID_98,IL13,1,1.14
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_30,CCL4,1,8.47
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_62,CSF3,1,0.28
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_171,TNFSF4,1,9.66
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_53,CXCL9,1,187.76
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_98,IL13,1,13.26
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_125,IL3,1,1.01
cytokine,Unknown,CL_0001042,T-helper 22 cell,CID_133,IL6,1,10.08
cytokine,Unknown,CL_0002061,T-helper 9 cell,CID_102,IL17,1,26.07
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,0.67
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_98,IL13,1,38.25
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_133,IL6,1,4.9
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_135,IL9,1,39.22
cytokine,Positive,CL_0002038,T follicular helper cell,CID_500,IL27,1,62.39
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_38,CXCL10,1,20.66
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_97,IL12B,1,15.45
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_89,IL1B,1,0.98
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_113,IL22,1,3.17
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_118,IL25,1,14.37
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_21,CCL20,1,2.9
cell,Positive,CL_0000546,T-helper 2 cell,CID_10,CCL1,1,32.06
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_83,IFNG,1,0.65
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_114,IL23,1,10.73
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_174,TNF,1,0.08
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_38,CXCL10,1,1.2
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_67,IFNA,1,0.39
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_500,IL27,1,2.23
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_83,IFNG,1,7.1
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_67,IFNA,1,0.93
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_87,IL1,1,0.93
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_88,IL1A,1,6.97
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_118,IL25,1,70.62
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_164,TGFB2,1,3.21
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_500,IL27,1,568.56
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_110,IL2,1,2.7
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_173,TNFSF9,1,2.25
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_98,IL13,1,9.08
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_110,IL2,1,0.93
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_112,IL21,1,2.32
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_27,CCL26,1,7.47
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_108,IL18,1,7.79
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_112,IL21,1,1.43
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_135,IL9,1,4.92
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_20,CCL2,1,1.56
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_174,TNF,1,0.81
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_8,CD40LG,1,2.72
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_67,IFNA,1,0.57
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_110,IL2,1,0.08
cell,Positive,CL_0000546,T-helper 2 cell,CID_164,TGFB2,1,6.99
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_62,CSF3,1,1.53
cell,Positive,CL_0000546,T-helper 2 cell,CID_46,CXCL2,1,6.01
cytokine,Unknown,CL_0001042,T-helper 22 cell,CID_113,IL22,1,150.26
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_162,TGFB,1,3.19
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_98,IL13,1,1.66
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_51,PPBP,1,1.24
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.11
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_112,IL21,1,125.04
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,0.19
cytokine,Unknown,CL_0000492,CD4-positive helper T cell,CID_102,IL17,1,54.74
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_170,TNFSF15,1,24.72
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_170,TNFSF15,1,166.84
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_87,IL1,1,0.18
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_86,IL1RN,1,10.41
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_133,IL6,1,1.16
cytokine,Positive,CL_0002038,T follicular helper cell,CID_110,IL2,1,2.25
cytokine,Unknown,CL_0000901,Tr1 cell,CID_500,IL27,1,93.57
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_98,IL13,1,1.14
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_112,IL21,1,11.42
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_52,CXCL8,1,0.36
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_114,IL23,1,35.73
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_162,TGFB,1,0.56
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_27,CCL26,1,12.12
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_11,CCL11,1,1.39
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_63,CSF2,1,1.38
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_63,CSF2,1,0.25
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_117,IL24,1,82.94
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_40,CXCL12,1,0.49
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_114,IL23,1,60.62
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.38
cell,Positive,CL_0002061,T-helper 9 cell,CID_93,IL10,1,3.47
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,1.52
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_118,IL25,1,30.99
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_174,TNF,1,0.43
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_131,IL4,1,2.82
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_94,IL11,1,33
cytokine,Unknown,CL_0000492,CD4-positive helper T cell,CID_131,IL4,1,20.74
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_110,IL2,1,0.41
cell,Positive,CL_0000545,T-helper 1 cell,CID_112,IL21,1,0.98
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_62,CSF3,1,0.41
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_97,IL12B,1,35.21
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_114,IL23,1,2.08
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_143,MIF,1,64.96
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_20,CCL2,1,0.2
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_1,TNFSF13B,1,19.32
cell,Positive,CL_0000898,naive T cell,CID_110,IL2,12,7.46
cell,Positive,CL_0000898,naive T cell,CID_131,IL4,8,12.3
cytokine,Unknown,CL_0000898,naive T cell,CID_134,IL7,4,40.68
cytokine,Positive,CL_0000898,naive T cell,CID_95,IL12,4,6.4
cell,Positive,CL_0000898,naive T cell,CID_83,IFNG,3,1.29
cytokine,Positive,CL_0000898,naive T cell,CID_134,IL7,3,8.72
cytokine,Unknown,CL_0000898,naive T cell,CID_95,IL12,2,11.2
cytokine,Positive,CL_0000898,naive T cell,CID_131,IL4,2,1.85
cytokine,Positive,CL_0000898,naive T cell,CID_67,IFNA,2,4.13
cytokine,Positive,CL_0000898,naive T cell,CID_100,IL15,2,7.48
cytokine,Unknown,CL_0000898,naive T cell,CID_131,IL4,2,6.48
cytokine,Positive,CL_0000898,naive T cell,CID_110,IL2,2,0.84
cytokine,Unknown,CL_0000898,naive T cell,CID_83,IFNG,2,2.04
cytokine,Negative,CL_0000898,naive T cell,CID_110,IL2,1,3.36
cytokine,Positive,CL_0000898,naive T cell,CID_163,TGFB1,1,1.14
cytokine,Positive,CL_0000898,naive T cell,CID_8,CD40LG,1,2.65
cytokine,Negative,CL_0000898,naive T cell,CID_93,IL10,1,6.15
cytokine,Negative,CL_0000898,naive T cell,CID_100,IL15,1,29.82
cytokine,Unknown,CL_0000898,naive T cell,CID_500,IL27,1,40.94
cytokine,Positive,CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",CID_131,IL4,1,29.63
cytokine,Unknown,CL_0000898,naive T cell,CID_27,CCL26,1,93.91
cytokine,Unknown,CL_0000898,naive T cell,CID_174,TNF,1,1.46
cytokine,Unknown,CL_0000898,naive T cell,CID_22,CCL21,1,140.87
cytokine,Unknown,CL_0000898,naive T cell,CID_93,IL10,1,2.7
cytokine,Unknown,CL_0000898,naive T cell,CID_8,CD40LG,1,9.26
cytokine,Positive,CL_0000898,naive T cell,CID_83,IFNG,1,0.29
cytokine,Negative,CL_0000898,naive T cell,CID_134,IL7,1,23.17
cell,Positive,CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",CID_110,IL2,1,19.89
cytokine,Positive,CL_0000898,naive T cell,CID_22,CCL21,1,40.25
cytokine,Negative,CL_0000898,naive T cell,CID_95,IL12,1,12.76
cell,Positive,CL_0000813,memory T cell,CID_83,IFNG,15,10.27
cell,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_83,IFNG,6,8.4
cell,Positive,CL_0000813,memory T cell,CID_131,IL4,4,8.14
cytokine,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_134,IL7,3,24.26
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_134,IL7,2,128.95
cytokine,Positive,CL_0000813,memory T cell,CID_100,IL15,2,11.13
cytokine,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_100,IL15,2,20.81
cytokine,Positive,CL_0000813,memory T cell,CID_67,IFNA,2,6.14
cytokine,Unknown,CL_0000813,memory T cell,CID_110,IL2,2,4.39
cytokine,Unknown,CL_0000813,memory T cell,CID_134,IL7,2,30.27
cytokine,Unknown,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_134,IL7,2,56.59
cytokine,Positive,CL_0000913,"effector memory CD8-positive, alpha-beta T cell",CID_100,IL15,2,239.32
cytokine,Positive,CL_0000813,memory T cell,CID_83,IFNG,2,0.87
cytokine,Unknown,CL_0000813,memory T cell,CID_83,IFNG,2,3.04
cytokine,Unknown,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_100,IL15,2,72.83
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_8,CD40LG,1,58.74
cell,Positive,CL_0000905,"effector memory CD4-positive, alpha-beta T cell",CID_131,IL4,1,87.45
cytokine,Unknown,CL_0000813,memory T cell,CID_114,IL23,1,83.87
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_134,IL7,1,37.19
cytokine,Unknown,CL_0000813,memory T cell,CID_173,TNFSF9,1,45.41
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_162,TGFB,1,18.79
cytokine,Positive,CL_0000813,memory T cell,CID_93,IL10,1,1.15
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_112,IL21,1,65.86
cytokine,Negative,CL_0000813,memory T cell,CID_102,IL17,1,29.01
cytokine,Unknown,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_110,IL2,1,18.86
cytokine,Unknown,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_27,CCL26,1,261.33
cytokine,Unknown,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_500,IL27,1,113.91
cytokine,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_162,TGFB,1,2.36
cytokine,Unknown,CL_0000813,memory T cell,CID_97,IL12B,1,178.22
cell,Positive,CL_0000813,memory T cell,CID_110,IL2,1,0.92
cell,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_131,IL4,1,17.49
cytokine,Negative,CL_0000813,memory T cell,CID_173,TNFSF9,1,103.46
cytokine,Positive,CL_0000813,memory T cell,CID_27,CCL26,1,39.94
cytokine,Negative,CL_0000813,memory T cell,CID_93,IL10,1,9.16
cytokine,Positive,CL_0000813,memory T cell,CID_89,IL1B,1,2.2
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_110,IL2,1,5.39
cytokine,Negative,CL_0000813,memory T cell,CID_134,IL7,1,34.49
cell,Positive,CL_0000798,gamma-delta T cell,CID_83,IFNG,14,10.92
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_110,IL2,7,4.49
cell,Positive,CL_0000798,gamma-delta T cell,CID_102,IL17,4,19.23
cell,Positive,CL_0000916,dendritic epidermal T cell,CID_83,IFNG,2,20.69
cytokine,Unknown,CL_0000798,gamma-delta T cell,CID_174,TNF,2,3.9
cell,Positive,CL_0000798,gamma-delta T cell,CID_93,IL10,2,3.04
cytokine,Unknown,CL_0000798,gamma-delta T cell,CID_134,IL7,2,27.12
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_100,IL15,2,14.96
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_83,IFNG,1,0.39
cytokine,Unknown,CL_0000798,gamma-delta T cell,CID_83,IFNG,1,1.36
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_162,TGFB,1,1.13
cytokine,Negative,CL_0000916,dendritic epidermal T cell,CID_86,IL1RN,1,1364.21
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_174,TNF,1,0.56
cytokine,Unknown,CL_0000798,gamma-delta T cell,CID_110,IL2,1,1.96
cytokine,Negative,CL_0000798,gamma-delta T cell,CID_174,TNF,1,4.44
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_66,IFN1,1,12.5
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_134,IL7,1,3.87
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_83,IFNG,5,6.57
cytokine,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_162,TGFB,2,5.16
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_93,IL10,1,3.47
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_108,IL18,1,54.67
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_162,TGFB,1,9.03
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_52,CXCL8,1,13.86
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,39.88
cytokine,Negative,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_134,IL7,1,70.62
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_98,IL13,1,63.74
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_112,IL21,1,23.14
cytokine,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,11.4
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_134,IL7,1,30.99
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_31,CCL5,1,96.17
cytokine,Negative,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,90.88
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_133,IL6,1,6.88
cell,Positive,CL_0000814,mature NK T cell,CID_83,IFNG,12,7.2
cytokine,Positive,CL_0000814,mature NK T cell,CID_95,IL12,6,13.36
cell,Positive,CL_0000814,mature NK T cell,CID_131,IL4,5,9.51
cytokine,Unknown,CL_0000814,mature NK T cell,CID_110,IL2,3,6.15
cytokine,Unknown,CL_0000814,mature NK T cell,CID_112,IL21,2,50.1
cytokine,Unknown,CL_0000814,mature NK T cell,CID_100,IL15,2,36.41
cytokine,Positive,CL_0000814,mature NK T cell,CID_108,IL18,2,14.26
cytokine,Negative,CL_0000814,mature NK T cell,CID_95,IL12,1,17.76
cytokine,Positive,CL_0000814,mature NK T cell,CID_100,IL15,1,5.2
cytokine,Negative,CL_0000814,mature NK T cell,CID_162,TGFB,1,9.4
cell,Positive,CL_0000814,mature NK T cell,CID_98,IL13,1,12.27
cytokine,Unknown,CL_0000814,mature NK T cell,CID_134,IL7,1,14.15
