actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score,cell_ref_id,cytokine_ref_id
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_89,IL1B,2,0.56,CTE7B12DC660323A0E,CK1E538D2D92F213B3
cytokine,Positive,CL_0000813,memory T cell,CID_100,IL15,2,11.13,CT1C58993C5B5BD3B8,CKD8543B44DC5A3B55
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_21,CCL20,2,17.36,CTB574584AD019ABB8,CK710AB1626CA61879
cytokine,Unknown,CL_0000814,mature NK T cell,CID_112,IL21,2,50.1,CT459998F048BE65F2,CK284ADEA6187E1FF3
cytokine,Negative,CL_0000084,T cell,CID_36,CX3CL1,2,2.34,,CK42BF5461CB51EA2C
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_171,TNFSF4,2,67.58,CTE7B12DC660323A0E,CK0F8B5FDE75915FFB
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_17,CCL17,2,23.17,,CK1F530DB24CC6C5F4
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_103,IL17A,2,1.7,CTC3A8C3CBC245616A,CK08F84BE8FE5B04F8
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_125,IL3,2,7.04,CTE7B12DC660323A0E,CKD3CA24A839C1B6E8
cytokine,Unknown,CL_0000492,CD4-positive helper T cell,CID_110,IL2,2,18.86,CTB7DFCED683E6F0A9,CKD21834C7D75FD77F
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_133,IL6,2,0.2,CTC3A8C3CBC245616A,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_67,IFNA,2,1.6,CTB574584AD019ABB8,CKE12753E3C9BCBB59
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_87,IL1,2,0.53,CTE7B12DC660323A0E,CK9AD30D131EB41CDD
cytokine,Unknown,CL_0000084,T cell,CID_51,PPBP,2,0.78,,CKD9AE00AB86E878F0
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_83,IFNG,2,0.57,CTBFBDE5121B6748D1,CK128EC732B281BF60
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_108,IL18,2,5.76,CT231C4EC31B01615E,CKBF6003C60D23BA0D
cytokine,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_100,IL15,2,20.81,CT1C58993C5B5BD3B8,CKD8543B44DC5A3B55
cytokine,Negative,CL_0000084,T cell,CID_31,CCL5,2,5.92,,CKA5462DC0F090F548
cytokine,Positive,CL_0002404,fetal thymocyte,CID_110,IL2,2,8.98,CTFE4015328B70D553,CKD21834C7D75FD77F
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_95,IL12,2,0.89,CTBFBDE5121B6748D1,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_500,IL27,2,9.05,CTB574584AD019ABB8,CKBA47332D395669A3
cytokine,Positive,CL_0000084,T cell,CID_18,CCL18,2,3.66,,CK2652D03C61E4A4C1
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_38,CXCL10,2,1.1,,CKC45AAE24CED79E33
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_174,TNF,2,0.15,,CK80A1A727AC173EE7
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_133,IL6,2,3.4,CTBFBDE5121B6748D1,CK0CBC35CD2AB7D661
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_21,CCL20,2,99.57,CTBFBDE5121B6748D1,CK710AB1626CA61879
cytokine,Negative,CL_0000917,Tc1 cell,CID_131,IL4,2,67.51,CT205A00BF9BAE8E8E,CK6FE135B3F86FB707
cytokine,Unknown,CL_0000084,T cell,CID_101,IL16,2,2.36,,CKDFA193E8843A3153
cytokine,Positive,CL_0000813,memory T cell,CID_67,IFNA,2,6.14,CT1C58993C5B5BD3B8,CKE12753E3C9BCBB59
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_133,IL6,2,0.09,,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000084,T cell,CID_113,IL22,2,0.92,,CK3FDAFD137F96385F
cytokine,Positive,CL_0002038,T follicular helper cell,CID_112,IL21,2,54.88,CTE9F6070561C95355,CK284ADEA6187E1FF3
cytokine,Positive,CL_0000084,T cell,CID_135,IL9,2,0.9,,CK6559F42B7F080788
cytokine,Negative,CL_0000815,regulatory T cell,CID_114,IL23,2,174.84,CTB574584AD019ABB8,CKBB5E75DBC75FF4F6
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_89,IL1B,2,2.87,CTBFBDE5121B6748D1,CK1E538D2D92F213B3
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_98,IL13,2,7.26,,CK713350DF0E9099E8
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_131,IL4,2,0.2,CTB574584AD019ABB8,CK6FE135B3F86FB707
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_176,XCL1,2,13.9,,CKB20C91CC9E486A5C
cell,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_110,IL2,2,2.27,CT231C4EC31B01615E,CKD21834C7D75FD77F
cytokine,Negative,CL_0000084,T cell,CID_48,PF4,2,1.35,,CK258F7573F98E40CA
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_52,CXCL8,2,0.19,,CK58096F4C0F74908C
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_103,IL17A,2,5.09,CTB574584AD019ABB8,CK08F84BE8FE5B04F8
cytokine,Unknown,CL_0000798,gamma-delta T cell,CID_174,TNF,2,3.9,CT7DC8DD80306E71A2,CK80A1A727AC173EE7
cytokine,Unknown,CL_0000815,regulatory T cell,CID_133,IL6,2,3.65,CTB574584AD019ABB8,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000813,memory T cell,CID_110,IL2,2,4.39,CT1C58993C5B5BD3B8,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000893,thymocyte,CID_131,IL4,2,1.77,CTFE4015328B70D553,CK6FE135B3F86FB707
cytokine,Unknown,CL_0000084,T cell,CID_125,IL3,2,0.43,,CKD3CA24A839C1B6E8
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_10,CCL1,2,17.1,,CKDB7489BEE8CE7869
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_66,IFN1,2,0.95,,CKD4241FA5448F0A33
cytokine,Unknown,CL_0000813,memory T cell,CID_134,IL7,2,30.27,CT1C58993C5B5BD3B8,CKB3C35A242B11E502
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_102,IL17,2,1.98,,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_133,IL6,2,0.69,CTC3A8C3CBC245616A,CK0CBC35CD2AB7D661
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_30,CCL4,1,0.95,,CKC7B59803E703C625
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_40,CXCL12,1,0.42,CTB574584AD019ABB8,CKF44FAAE0BD64C34C
cytokine,Negative,CL_0000815,regulatory T cell,CID_8,CD40LG,1,14.37,CTB574584AD019ABB8,CK5D414D323B3B33D2
cytokine,Positive,CL_0000893,thymocyte,CID_26,CCL25,1,31.06,CTFE4015328B70D553,CK9622EE49529DA5B9
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_130,IL35,1,19.8,,CK9A1B3304C28CC9DA
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_102,IL17,1,1.37,CT231C4EC31B01615E,CK2741EFAE1F31AD65
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_128,IL33,1,3.03,,CK3B4A795DF4150CF4
cytokine,Positive,CL_0000912,helper T cell,CID_93,IL10,1,0.56,CTB7DFCED683E6F0A9,CKC5CC1A269C01EC48
cytokine,Unknown,CL_0000815,regulatory T cell,CID_174,TNF,1,0.99,CTB574584AD019ABB8,CK80A1A727AC173EE7
cytokine,Negative,CL_0000084,T cell,CID_86,IL1RN,1,0.99,,CKA95B181F6273B58D
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_128,IL33,1,9.81,CTE7B12DC660323A0E,CK3B4A795DF4150CF4
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_133,IL6,1,4.9,CTB7DFCED683E6F0A9,CK0CBC35CD2AB7D661
cytokine,Negative,CL_0002489,double negative thymocyte,CID_162,TGFB,1,86.44,CTFE4015328B70D553,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000898,naive T cell,CID_27,CCL26,1,93.91,CT591AB86BE24D7A57,CK2CEC2C4F82090835
cytokine,Negative,CL_0000084,T cell,CID_66,IFN1,1,0.87,,CKD4241FA5448F0A33
cytokine,Negative,CL_0000084,T cell,CID_171,TNFSF4,1,4.68,,CK0F8B5FDE75915FFB
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_115,IL23A,1,190.42,CTBFBDE5121B6748D1,CK9EDC256C75A00BC5
cytokine,Negative,CL_0000893,thymocyte,CID_162,TGFB,1,1.84,CTFE4015328B70D553,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000902,induced T-regulatory cell,CID_131,IL4,1,5.61,CT19D812F7CB34BCF6,CK6FE135B3F86FB707
cytokine,Unknown,CL_0000084,T cell,CID_130,IL35,1,1.98,,CK9A1B3304C28CC9DA
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_148,SPP1,1,10.92,CTC3A8C3CBC245616A,CK5602A113A2B36CE9
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_21,CCL20,1,68.38,CT6972E212EE0037B5,CK710AB1626CA61879
cytokine,Positive,CL_0000084,T cell,CID_31,CCL5,1,0.25,,CKA5462DC0F090F548
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_163,TGFB1,1,0.52,CTC3A8C3CBC245616A,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_118,IL25,1,194.0,CT6972E212EE0037B5,CK1A3D9956EEABBF99
cytokine,Unknown,CL_0000911,effector T cell,CID_170,TNFSF15,1,177.7,CTDD003CDBE64E4F0A,CK8B741FE1F75629F6
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_93,IL10,1,0.75,CTBFBDE5121B6748D1,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_118,IL25,1,7.04,CTB574584AD019ABB8,CK1A3D9956EEABBF99
cytokine,Positive,CL_0000912,helper T cell,CID_102,IL17,1,1.78,CTB7DFCED683E6F0A9,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_86,IL1RN,1,4.83,CTC3A8C3CBC245616A,CKA95B181F6273B58D
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_93,IL10,1,3.47,CT22416FE03B9D6C99,CKC5CC1A269C01EC48
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_38,CXCL10,1,4.37,,CKC45AAE24CED79E33
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_88,IL1A,1,0.34,,CK62F24AB3312060C9
cytokine,Unknown,CL_0000811,"CD8-positive, alpha-beta thymocyte",CID_83,IFNG,1,32.71,CTFE4015328B70D553,CK128EC732B281BF60
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_173,TNFSF9,1,0.96,CTB574584AD019ABB8,CK16DB62C0EE32FCFC
cytokine,Positive,CL_0000814,mature NK T cell,CID_62,CSF3,1,2.07,CT459998F048BE65F2,CK42C846A199F37E97
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_170,TNFSF15,1,7.06,CTC3A8C3CBC245616A,CK8B741FE1F75629F6
cytokine,Negative,CL_0000917,Tc1 cell,CID_38,CXCL10,1,339.39,CT205A00BF9BAE8E8E,CKC45AAE24CED79E33
cytokine,Unknown,CL_0000798,gamma-delta T cell,CID_83,IFNG,1,1.36,CT7DC8DD80306E71A2,CK128EC732B281BF60
cytokine,Positive,CL_0000815,regulatory T cell,CID_95,IL12,1,1.09,CTB574584AD019ABB8,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0002419,mature T cell,CID_134,IL7,1,46.49,,CKB3C35A242B11E502
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_102,IL17,1,5.42,CTBFBDE5121B6748D1,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_133,IL6,1,0.51,CTE7B12DC660323A0E,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_108,IL18,1,54.67,CT22416FE03B9D6C99,CKBF6003C60D23BA0D
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_44,CXCL16,1,3.22,,CKAFD6401FD8769266
cytokine,Unknown,CL_0000911,effector T cell,CID_31,CCL5,1,69.42,CTDD003CDBE64E4F0A,CKA5462DC0F090F548
cytokine,Unknown,CL_0002038,T follicular helper cell,CID_112,IL21,1,96.03,CTE9F6070561C95355,CK284ADEA6187E1FF3
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_134,IL7,1,6.45,CTBFBDE5121B6748D1,CKB3C35A242B11E502
cytokine,Unknown,CL_0000901,Tr1 cell,CID_500,IL27,1,93.57,CT301EB268E263D718,CKBA47332D395669A3
cytokine,Unknown,CL_0000814,mature NK T cell,CID_95,IL12,1,7.79,CT459998F048BE65F2,CKB4EB2D2CC8BBB93D
cytokine,Negative,CL_0002128,Tc17 cell,CID_95,IL12,1,163.39,CT327866E1E3907440,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_108,IL18,1,1.06,,CKBF6003C60D23BA0D
cytokine,Positive,CL_0000815,regulatory T cell,CID_112,IL21,1,3.5,CTB574584AD019ABB8,CK284ADEA6187E1FF3
cytokine,Negative,CL_0000084,T cell,CID_102,IL17,1,0.23,,CK2741EFAE1F31AD65
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_103,IL17A,1,1.25,CTE7B12DC660323A0E,CK08F84BE8FE5B04F8
cytokine,Unknown,CL_0000084,T cell,CID_42,CXCL14,1,5.55,,CKCFC7E8E53181A792
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_105,IL17C,1,1332.78,CTBFBDE5121B6748D1,CKB4A3371C2DF108AF
cytokine,Positive,CL_0000893,thymocyte,CID_95,IL12,1,0.44,CTFE4015328B70D553,CKB4EB2D2CC8BBB93D
cytokine,Positive,CL_0000084,T cell,CID_21,CCL20,1,0.26,,CK710AB1626CA61879
cytokine,Negative,CL_0000084,T cell,CID_114,IL23,1,1.49,,CKBB5E75DBC75FF4F6
cell,Positive,CL_0000546,T-helper 2 cell,CID_135,IL9,1,7.26,CTE7B12DC660323A0E,CK6559F42B7F080788
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_162,TGFB,1,9.03,CT22416FE03B9D6C99,CKFD4CA0B2B4BC3AE4
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_61,FGF2,1,0.36,,CK973097B350065360
cytokine,Positive,CL_0000084,T cell,CID_122,IFNL2,1,3.96,,CK2850B932FC94804F
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_19,CCL19,1,19.62,CTC3A8C3CBC245616A,CKB3842EBA6CF8A57F
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_163,TGFB1,1,0.32,CTBFBDE5121B6748D1,CKFD4CA0B2B4BC3AE4
cell,Positive,CL_0000814,mature NK T cell,CID_102,IL17,1,5.02,CT459998F048BE65F2,CK2741EFAE1F31AD65
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_41,CXCL13,1,0.9,,CKAF088D9A9E3E4FEC
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_162,TGFB,1,1.13,CT7DC8DD80306E71A2,CKFD4CA0B2B4BC3AE4
cell,Positive,CL_0000545,T-helper 1 cell,CID_98,IL13,1,1.14,CTC3A8C3CBC245616A,CK713350DF0E9099E8
cytokine,Negative,CL_0000813,memory T cell,CID_102,IL17,1,29.01,CT1C58993C5B5BD3B8,CK2741EFAE1F31AD65
cytokine,Negative,CL_0000084,T cell,CID_47,CXCL3,1,126.38,,CK46394F1798A264BB
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_100,IL15,1,1.51,,CKD8543B44DC5A3B55
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_148,SPP1,1,0.62,,CK5602A113A2B36CE9
cytokine,Positive,CL_0000912,helper T cell,CID_163,TGFB1,1,0.83,CTB7DFCED683E6F0A9,CKFD4CA0B2B4BC3AE4
cell,Positive,CL_0000084,T cell,CID_23,CCL22,1,0.9,,CK2D3D1D2A86558DFA
cell,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_131,IL4,1,17.49,CT1C58993C5B5BD3B8,CK6FE135B3F86FB707
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_21,CCL20,1,2.48,CTB574584AD019ABB8,CK710AB1626CA61879
cytokine,Positive,CL_0000911,effector T cell,CID_95,IL12,1,1.48,CTDD003CDBE64E4F0A,CKB4EB2D2CC8BBB93D
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_30,CCL4,1,8.47,CTC3A8C3CBC245616A,CKC7B59803E703C625
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_20,CCL2,1,1.01,CTE7B12DC660323A0E,CKCDB807A64FAA7FA0
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_62,CSF3,1,0.28,CTE7B12DC660323A0E,CK42C846A199F37E97
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_500,IL27,1,2.08,,CKBA47332D395669A3
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_93,IL10,1,1.52,CT231C4EC31B01615E,CKC5CC1A269C01EC48
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_131,IL4,1,13.5,CT231C4EC31B01615E,CK6FE135B3F86FB707
cytokine,Positive,CL_0000814,mature NK T cell,CID_500,IL27,1,16.28,CT459998F048BE65F2,CKBA47332D395669A3
cytokine,Unknown,CL_0000084,T cell,CID_36,CX3CL1,1,0.51,,CK42BF5461CB51EA2C
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_121,EBI3,1,60.82,,CK6330B83CEA407C19
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_108,IL18,1,4.52,CTB574584AD019ABB8,CKBF6003C60D23BA0D
cell,Positive,CL_0000912,helper T cell,CID_63,CSF2,1,1.43,CTB7DFCED683E6F0A9,CKF6FDD69AB8889E23
cytokine,Positive,CL_0000815,regulatory T cell,CID_160,TGF,1,22.19,CTB574584AD019ABB8,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_26,CCL25,1,53.55,,CK9622EE49529DA5B9
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_135,IL9,1,10.46,,CK6559F42B7F080788
cytokine,Positive,CL_0000084,T cell,CID_53,CXCL9,1,1.06,,CK4A507F3E76F47218
cytokine,Negative,CL_0000084,T cell,CID_1,TNFSF13B,1,1.83,,CK47FECA8AAB45BF7E
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_163,TGFB1,1,0.54,,CKFD4CA0B2B4BC3AE4
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_148,SPP1,1,9.35,CTB574584AD019ABB8,CK5602A113A2B36CE9
cytokine,Positive,CL_0000902,induced T-regulatory cell,CID_93,IL10,1,1.33,CT19D812F7CB34BCF6,CKC5CC1A269C01EC48
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_171,TNFSF4,1,9.66,CTE7B12DC660323A0E,CK0F8B5FDE75915FFB
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_18,CCL18,1,5.35,,CK2652D03C61E4A4C1
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_26,CCL25,1,44.12,CTB574584AD019ABB8,CK9622EE49529DA5B9
cytokine,Positive,CL_0000911,effector T cell,CID_89,IL1B,1,1.37,CTDD003CDBE64E4F0A,CK1E538D2D92F213B3
cytokine,Unknown,CL_0000898,naive T cell,CID_174,TNF,1,1.46,CT591AB86BE24D7A57,CK80A1A727AC173EE7
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_28,CCL27,1,4.34,,CKAA85501FD85A37D1
cytokine,Unknown,CL_0000911,effector T cell,CID_133,IL6,1,2.48,CTDD003CDBE64E4F0A,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0000903,natural T-regulatory cell,CID_93,IL10,1,43.2,CT5D4E277D12A1C208,CKC5CC1A269C01EC48
cytokine,Negative,CL_0000084,T cell,CID_96,IL12A,1,31.59,,CK0BEDA03F1EC1D416
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_53,CXCL9,1,187.76,CTC3A8C3CBC245616A,CK4A507F3E76F47218
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_67,IFNA,1,4.58,CTBFBDE5121B6748D1,CKE12753E3C9BCBB59
cytokine,Unknown,CL_0000893,thymocyte,CID_23,CCL22,1,50.17,CTFE4015328B70D553,CK2D3D1D2A86558DFA
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_127,IL32,1,2.78,,CK39E6F0D1572F5FA8
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_100,IL15,1,2.1,CT231C4EC31B01615E,CKD8543B44DC5A3B55
cytokine,Unknown,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_27,CCL26,1,261.33,CT1C58993C5B5BD3B8,CK2CEC2C4F82090835
cytokine,Positive,CL_0000814,mature NK T cell,CID_174,TNF,1,0.58,CT459998F048BE65F2,CK80A1A727AC173EE7
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_125,IL3,1,1.01,CTE7B12DC660323A0E,CKD3CA24A839C1B6E8
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_110,IL2,1,2.7,CTB7DFCED683E6F0A9,CKD21834C7D75FD77F
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_160,TGF,1,13.2,,CKFD4CA0B2B4BC3AE4
cytokine,Positive,CL_0002489,double negative thymocyte,CID_110,IL2,1,5.39,CTFE4015328B70D553,CKD21834C7D75FD77F
cytokine,Unknown,CL_0000898,naive T cell,CID_22,CCL21,1,140.87,CT591AB86BE24D7A57,CK17DA99E1B3CC6A24
cytokine,Positive,CL_0000084,T cell,CID_60,FGF1,1,0.27,,CK439A321A15321036
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_102,IL17,1,0.12,,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0001042,T-helper 22 cell,CID_133,IL6,1,10.08,CT6312BB928ADE8934,CK0CBC35CD2AB7D661
cytokine,Unknown,CL_0002061,T-helper 9 cell,CID_102,IL17,1,26.07,CT6972E212EE0037B5,CK2741EFAE1F31AD65
cytokine,Unknown,CL_0000911,effector T cell,CID_174,TNF,1,1.36,CTDD003CDBE64E4F0A,CK80A1A727AC173EE7
cytokine,Negative,CL_0000815,regulatory T cell,CID_123,IFNL3,1,619.22,CTB574584AD019ABB8,CKAE0CA7DD9FFEE971
cytokine,Negative,CL_0000084,T cell,CID_98,IL13,1,0.55,,CK713350DF0E9099E8
cytokine,Positive,CL_0000084,T cell,CID_51,PPBP,1,0.11,,CKD9AE00AB86E878F0
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_88,IL1A,1,3.8,CT231C4EC31B01615E,CK62F24AB3312060C9
cytokine,Unknown,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_500,IL27,1,113.91,CT1C58993C5B5BD3B8,CKBA47332D395669A3
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_130,IL35,1,2.88,,CK9A1B3304C28CC9DA
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_114,IL23,1,14.19,CTB574584AD019ABB8,CKBB5E75DBC75FF4F6
cytokine,Positive,CL_0000815,regulatory T cell,CID_173,TNFSF9,1,5.94,CTB574584AD019ABB8,CK16DB62C0EE32FCFC
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,0.67,CTC3A8C3CBC245616A,CK1E538D2D92F213B3
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_52,CXCL8,1,13.86,CT22416FE03B9D6C99,CK58096F4C0F74908C
cell,Positive,CL_0000809,"double-positive, alpha-beta thymocyte",CID_164,TGFB2,1,783.38,CTFE4015328B70D553,CK118D16BE2DAA7F1A
cytokine,Negative,CL_0000893,thymocyte,CID_174,TNF,1,0.91,CTFE4015328B70D553,CK80A1A727AC173EE7
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_171,TNFSF4,1,10.44,,CK0F8B5FDE75915FFB
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_176,XCL1,1,28.2,,CKB20C91CC9E486A5C
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_101,IL16,1,6.0,,CKDFA193E8843A3153
cytokine,Unknown,CL_0002404,fetal thymocyte,CID_134,IL7,1,108.47,CTFE4015328B70D553,CKB3C35A242B11E502
cytokine,Negative,CL_0000815,regulatory T cell,CID_95,IL12,1,8.69,CTB574584AD019ABB8,CKB4EB2D2CC8BBB93D
cytokine,Negative,CL_0000084,T cell,CID_39,CXCL11,1,15.8,,CK199155D296DC9E22
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_98,IL13,1,13.26,CTBFBDE5121B6748D1,CK713350DF0E9099E8
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_125,IL3,1,2.04,CTB574584AD019ABB8,CKD3CA24A839C1B6E8
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,39.88,CT22416FE03B9D6C99,CKD8543B44DC5A3B55
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_39,CXCL11,1,10.07,,CK199155D296DC9E22
cytokine,Positive,CL_0000911,effector T cell,CID_29,CCL3,1,12.21,CTDD003CDBE64E4F0A,CK761018026BFB91D2
cytokine,Unknown,CL_0000898,naive T cell,CID_93,IL10,1,2.7,CT591AB86BE24D7A57,CKC5CC1A269C01EC48
cytokine,Positive,CL_0001041,"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell",CID_38,CXCL10,1,595.87,CTB574584AD019ABB8,CKC45AAE24CED79E33
cytokine,Unknown,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_8,CD40LG,1,16.94,CT231C4EC31B01615E,CK5D414D323B3B33D2
cytokine,Unknown,CL_0000814,mature NK T cell,CID_93,IL10,1,3.76,CT459998F048BE65F2,CKC5CC1A269C01EC48
